Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
226,Woodland,Sacramento Valley,4/4/2025,1300,094,0.66, ,0.00, ,848, ,0.8, ,21.3, ,31, ,3.4, ,4.4, ,338, ,,M
226,Woodland,Sacramento Valley,4/4/2025,1400,094,0.64, ,0.00, ,799, ,0.6, ,21.7, ,23, ,-0.2, ,4.3, ,338, ,,M
226,Woodland,Sacramento Valley,4/4/2025,1500,094,0.57, ,0.00, ,697, ,0.6, ,22.3, ,22, ,-0.2, ,3.9, ,324, ,,M
226,Woodland,Sacramento Valley,4/4/2025,1600,094,0.44, ,0.00, ,503, ,0.6, ,22.1, ,21, ,-1.2, ,3.8, ,322, ,,M
226,Woodland,Sacramento Valley,4/4/2025,1700,094,0.31, ,0.00, ,354, ,0.6, ,22.1, ,21, ,-1.4, ,3.3, ,318, ,,M
226,Woodland,Sacramento Valley,4/4/2025,1800,094,0.17, ,0.00, ,138, ,0.6, ,21.2, ,24, ,-0.1, ,2.9, ,311, ,,M
226,Woodland,Sacramento Valley,4/4/2025,1900,094,0.07, ,0.00, ,7, ,0.7, ,18.5, ,31, ,1.3, ,2.0, ,306, ,,M
226,Woodland,Sacramento Valley,4/4/2025,2000,094,0.04, ,0.00, ,0, ,0.7, ,15.9, ,37, ,1.3, ,1.5, ,290, ,,M
226,Woodland,Sacramento Valley,4/4/2025,2100,094,0.03, ,0.00, ,0, ,0.7, ,13.8, ,45, ,1.9, ,1.1, ,265, ,,M
226,Woodland,Sacramento Valley,4/4/2025,2200,094,0.03, ,0.00, ,0, ,0.7, ,13.2, ,47, ,2.1, ,1.7, ,293, ,,M
226,Woodland,Sacramento Valley,4/4/2025,2300,094,0.03, ,0.00, ,0, ,0.7, ,12.5, ,47, ,1.4, ,1.8, ,291, ,,M
226,Woodland,Sacramento Valley,4/4/2025,2400,094,0.03, ,0.00, ,0, ,0.7, ,12.1, ,48, ,1.5, ,1.7, ,305, ,,M
226,Woodland,Sacramento Valley,4/5/2025,0100,095,0.02, ,0.00, ,0, ,0.6, ,9.8, ,49, ,-0.3, ,0.7, ,0, ,,M
226,Woodland,Sacramento Valley,4/5/2025,0200,095,0.03, ,0.00, ,0, ,0.7, ,10.8, ,52, ,1.3, ,1.6, ,325, ,,M
226,Woodland,Sacramento Valley,4/5/2025,0300,095,0.02, ,0.00, ,0, ,0.7, ,10.7, ,51, ,1.0, ,1.4, ,328, ,,M
226,Woodland,Sacramento Valley,4/5/2025,0400,095,0.01, ,0.00, ,0, ,0.6, ,8.8, ,53, ,-0.3, ,0.7, ,10, ,,M
226,Woodland,Sacramento Valley,4/5/2025,0500,095,0.01, ,0.00, ,0, ,0.6, ,8.0, ,57, ,0.0, ,0.7, ,248, ,,M
226,Woodland,Sacramento Valley,4/5/2025,0600,095,0.01, ,0.00, ,5, ,0.6, ,8.1, ,60, ,0.7, ,0.7, ,294, ,,M
226,Woodland,Sacramento Valley,4/5/2025,0700,095,0.06, ,0.00, ,118, ,0.8, ,11.1, ,60, ,3.6, ,1.6, ,315, ,,M
226,Woodland,Sacramento Valley,4/5/2025,0800,095,0.12, ,0.00, ,205, ,0.9, ,13.5, ,56, ,5.0, ,1.9, ,340, ,,M
226,Woodland,Sacramento Valley,4/5/2025,0900,095,0.27, ,0.00, ,416, ,0.9, ,15.9, ,52, ,6.0, ,2.5, ,4, ,,M
226,Woodland,Sacramento Valley,4/5/2025,1000,095,0.35, ,0.00, ,535, ,0.9, ,17.6, ,45, ,5.4, ,2.0, ,333, ,,M
226,Woodland,Sacramento Valley,4/5/2025,1100,095,0.49, ,0.00, ,728, ,0.9, ,19.2, ,39, ,5.0, ,1.7, ,332, ,,M
226,Woodland,Sacramento Valley,4/5/2025,1200,095,0.55, ,0.00, ,763, ,0.8, ,20.7, ,31, ,2.9, ,2.1, ,314, ,,M
226,Woodland,Sacramento Valley,4/5/2025,1300,095,0.60, ,0.00, ,820, ,0.8, ,22.4, ,28, ,3.0, ,2.0, ,329, ,,M
226,Woodland,Sacramento Valley,4/5/2025,1400,095,0.58, ,0.00, ,780, ,0.8, ,23.7, ,27, ,3.4, ,2.0, ,347, ,,M
226,Woodland,Sacramento Valley,4/5/2025,1500,095,0.51, ,0.00, ,694, ,0.7, ,24.4, ,24, ,2.8, ,1.7, ,25, ,,M
226,Woodland,Sacramento Valley,4/5/2025,1600,095,0.39, ,0.00, ,534, ,0.7, ,25.0, ,23, ,2.6, ,1.4, ,9, ,,M
226,Woodland,Sacramento Valley,4/5/2025,1700,095,0.24, ,0.00, ,331, ,0.7, ,24.3, ,23, ,2.1, ,1.2, ,60, ,,M
226,Woodland,Sacramento Valley,4/5/2025,1800,095,0.12, ,0.00, ,125, ,0.8, ,22.6, ,28, ,3.2, ,1.4, ,122, ,,M
226,Woodland,Sacramento Valley,4/5/2025,1900,095,0.08, ,0.00, ,17, ,0.7, ,20.4, ,30, ,2.3, ,1.7, ,157, ,,M
226,Woodland,Sacramento Valley,4/5/2025,2000,095,0.05, ,0.00, ,0, ,0.8, ,18.5, ,38, ,4.0, ,1.8, ,168, ,,M
226,Woodland,Sacramento Valley,4/5/2025,2100,095,0.04, ,0.00, ,0, ,0.9, ,16.0, ,48, ,4.9, ,1.5, ,198, ,,M
226,Woodland,Sacramento Valley,4/5/2025,2200,095,0.02, ,0.00, ,0, ,0.9, ,14.4, ,55, ,5.5, ,0.9, ,185, ,,M
226,Woodland,Sacramento Valley,4/5/2025,2300,095,0.01, ,0.00, ,0, ,0.9, ,12.8, ,59, ,5.0, ,0.6, ,258, ,,M
226,Woodland,Sacramento Valley,4/5/2025,2400,095,0.01, ,0.00, ,0, ,0.8, ,11.7, ,61, ,4.4, ,0.7, ,190, ,,M
226,Woodland,Sacramento Valley,4/6/2025,0100,096,0.00, ,0.00, ,0, ,0.8, ,10.1, ,63, ,3.5, ,0.6, ,96, ,,M
226,Woodland,Sacramento Valley,4/6/2025,0200,096,0.00, ,0.00, ,0, ,0.8, ,10.1, ,66, ,4.0, ,1.1, ,117, ,,M
226,Woodland,Sacramento Valley,4/6/2025,0300,096,0.00, ,0.00, ,0, ,0.9, ,10.1, ,69, ,4.7, ,1.3, ,172, ,,M
226,Woodland,Sacramento Valley,4/6/2025,0400,096,0.00, ,0.00, ,0, ,0.8, ,8.8, ,72, ,4.0, ,0.9, ,238, ,,M
226,Woodland,Sacramento Valley,4/6/2025,0500,096,0.00, ,0.00, ,0, ,0.8, ,7.3, ,75, ,3.2, ,0.8, ,339, ,,M
226,Woodland,Sacramento Valley,4/6/2025,0600,096,0.00, ,0.00, ,5, ,0.8, ,7.3, ,78, ,3.7, ,1.0, ,345, ,,M
226,Woodland,Sacramento Valley,4/6/2025,0700,096,0.03, ,0.00, ,94, ,0.9, ,8.7, ,80, ,5.4, ,1.2, ,312, ,,M
226,Woodland,Sacramento Valley,4/6/2025,0800,096,0.13, ,0.00, ,267, ,1.2, ,12.4, ,80, ,9.0, ,1.7, ,13, ,,M
226,Woodland,Sacramento Valley,4/6/2025,0900,096,0.24, ,0.00, ,435, ,1.3, ,14.8, ,76, ,10.6, ,1.5, ,356, ,,M
226,Woodland,Sacramento Valley,4/6/2025,1000,096,0.34, ,0.00, ,588, ,1.3, ,16.7, ,71, ,11.3, ,1.1, ,34, ,,M
226,Woodland,Sacramento Valley,4/6/2025,1100,096,0.38, ,0.00, ,611, ,1.3, ,18.2, ,64, ,11.1, ,1.3, ,238, ,,M
226,Woodland,Sacramento Valley,4/6/2025,1200,096,0.51, ,0.00, ,760, ,1.3, ,20.0, ,56, ,10.9, ,1.7, ,217, ,,M
226,Woodland,Sacramento Valley,4/6/2025,1300,096,0.54, ,0.00, ,747, ,1.2, ,21.6, ,48, ,10.1, ,2.5, ,196, ,,M
226,Woodland,Sacramento Valley,4/6/2025,1400,096,0.57, ,0.00, ,747, ,1.1, ,23.0, ,40, ,8.6, ,2.8, ,173, ,,M
226,Woodland,Sacramento Valley,4/6/2025,1500,096,0.52, ,0.00, ,661, ,1.0, ,23.8, ,33, ,6.8, ,2.7, ,187, ,,M
226,Woodland,Sacramento Valley,4/6/2025,1600,096,0.45, ,0.00, ,532, ,0.9, ,24.1, ,29, ,5.1, ,3.4, ,174, ,,M
226,Woodland,Sacramento Valley,4/6/2025,1700,096,0.31, ,0.00, ,339, ,0.7, ,23.7, ,24, ,1.7, ,3.2, ,183, ,,M
226,Woodland,Sacramento Valley,4/6/2025,1800,096,0.17, ,0.00, ,131, ,0.7, ,22.2, ,26, ,1.9, ,3.0, ,186, ,,M
226,Woodland,Sacramento Valley,4/6/2025,1900,096,0.08, ,0.00, ,11, ,0.8, ,19.1, ,36, ,3.6, ,2.3, ,203, ,,M
226,Woodland,Sacramento Valley,4/6/2025,2000,096,0.05, ,0.00, ,0, ,0.8, ,16.9, ,41, ,3.5, ,1.9, ,205, ,,M
226,Woodland,Sacramento Valley,4/6/2025,2100,096,0.05, ,0.00, ,0, ,0.7, ,16.9, ,36, ,1.9, ,1.8, ,184, ,,M
226,Woodland,Sacramento Valley,4/6/2025,2200,096,0.08, ,0.00, ,0, ,0.6, ,17.1, ,29, ,-0.9, ,2.8, ,193, ,,M
226,Woodland,Sacramento Valley,4/6/2025,2300,096,0.05, ,0.00, ,0, ,0.8, ,16.4, ,43, ,3.8, ,2.0, ,197, ,,M
226,Woodland,Sacramento Valley,4/6/2025,2400,096,0.04, ,0.00, ,0, ,0.9, ,15.7, ,53, ,6.2, ,2.2, ,160, ,,M
226,Woodland,Sacramento Valley,4/7/2025,0100,097,0.03, ,0.00, ,0, ,1.0, ,15.0, ,59, ,7.1, ,1.3, ,148, ,,M
226,Woodland,Sacramento Valley,4/7/2025,0200,097,0.03, ,0.10, ,0, ,1.0, ,14.4, ,64, ,7.6, ,2.2, ,173, ,,M
226,Woodland,Sacramento Valley,4/7/2025,0300,097,0.03, ,0.00, ,0, ,1.1, ,13.6, ,69, ,8.0, ,2.6, ,154, ,,M
226,Woodland,Sacramento Valley,4/7/2025,0400,097,0.02, ,0.00, ,0, ,1.1, ,13.2, ,75, ,8.9, ,2.8, ,169, ,,M
226,Woodland,Sacramento Valley,4/7/2025,0500,097,0.01, ,0.00, ,0, ,1.2, ,13.1, ,78, ,9.4, ,2.6, ,175, ,,M
226,Woodland,Sacramento Valley,4/7/2025,0600,097,0.01, ,0.00, ,2, ,1.2, ,13.3, ,81, ,10.2, ,2.1, ,180, ,,M
226,Woodland,Sacramento Valley,4/7/2025,0700,097,0.03, ,0.00, ,41, ,1.3, ,13.7, ,83, ,10.9, ,2.3, ,166, ,,M
226,Woodland,Sacramento Valley,4/7/2025,0800,097,0.08, ,0.00, ,136, ,1.4, ,14.5, ,84, ,11.9, ,2.6, ,170, ,,M
226,Woodland,Sacramento Valley,4/7/2025,0900,097,0.16, ,0.00, ,294, ,1.5, ,15.8, ,84, ,13.2, ,3.2, ,174, ,,M
226,Woodland,Sacramento Valley,4/7/2025,1000,097,0.24, ,0.00, ,412, ,1.6, ,17.1, ,82, ,14.0, ,2.8, ,207, ,,M
226,Woodland,Sacramento Valley,4/7/2025,1100,097,0.32, ,0.00, ,521, ,1.5, ,18.2, ,74, ,13.4, ,2.2, ,234, ,,M
226,Woodland,Sacramento Valley,4/7/2025,1200,097,0.36, ,0.00, ,552, ,1.4, ,19.1, ,64, ,12.1, ,2.0, ,240, ,,M
226,Woodland,Sacramento Valley,4/7/2025,1300,097,0.42, ,0.00, ,626, ,1.3, ,19.9, ,56, ,10.9, ,2.0, ,233, ,,M
226,Woodland,Sacramento Valley,4/7/2025,1400,097,0.47, ,0.00, ,672, ,1.2, ,20.8, ,51, ,10.2, ,2.1, ,224, ,,M
226,Woodland,Sacramento Valley,4/7/2025,1500,097,0.43, ,0.00, ,591, ,1.2, ,21.3, ,47, ,9.6, ,2.4, ,209, ,,M
226,Woodland,Sacramento Valley,4/7/2025,1600,097,0.32, ,0.00, ,432, ,1.1, ,21.3, ,42, ,8.0, ,2.4, ,214, ,,M
226,Woodland,Sacramento Valley,4/7/2025,1700,097,0.21, ,0.00, ,268, ,1.0, ,20.9, ,42, ,7.4, ,2.3, ,209, ,,M
226,Woodland,Sacramento Valley,4/7/2025,1800,097,0.14, ,0.00, ,152, ,1.0, ,20.3, ,43, ,7.5, ,2.3, ,215, ,,M
226,Woodland,Sacramento Valley,4/7/2025,1900,097,0.05, ,0.00, ,19, ,1.0, ,18.0, ,50, ,7.4, ,2.3, ,225, ,,M
226,Woodland,Sacramento Valley,4/7/2025,2000,097,0.02, ,0.00, ,0, ,1.0, ,15.9, ,58, ,7.5, ,1.9, ,208, ,,M
226,Woodland,Sacramento Valley,4/7/2025,2100,097,0.01, ,0.00, ,0, ,1.0, ,14.8, ,62, ,7.7, ,1.2, ,223, ,,M
226,Woodland,Sacramento Valley,4/7/2025,2200,097,0.01, ,0.00, ,0, ,1.1, ,14.1, ,66, ,7.9, ,1.4, ,245, ,,M
226,Woodland,Sacramento Valley,4/7/2025,2300,097,0.00, ,0.00, ,0, ,1.0, ,13.2, ,68, ,7.6, ,1.3, ,160, ,,M
226,Woodland,Sacramento Valley,4/7/2025,2400,097,0.00, ,0.00, ,0, ,1.0, ,12.5, ,71, ,7.5, ,0.9, ,98, ,,M
226,Woodland,Sacramento Valley,4/8/2025,0100,098,0.00, ,0.00, ,0, ,1.0, ,11.3, ,73, ,6.7, ,0.8, ,148, ,,M
226,Woodland,Sacramento Valley,4/8/2025,0200,098,0.00, ,0.00, ,0, ,1.0, ,10.7, ,76, ,6.6, ,1.0, ,168, ,,M
226,Woodland,Sacramento Valley,4/8/2025,0300,098,0.00, ,0.00, ,0, ,1.0, ,10.8, ,77, ,7.0, ,1.9, ,171, ,,M
226,Woodland,Sacramento Valley,4/8/2025,0400,098,0.00, ,0.00, ,0, ,1.0, ,10.0, ,78, ,6.4, ,1.6, ,173, ,,M
226,Woodland,Sacramento Valley,4/8/2025,0500,098,0.00, ,0.00, ,0, ,0.9, ,8.9, ,79, ,5.4, ,0.9, ,205, ,,M
226,Woodland,Sacramento Valley,4/8/2025,0600,098,0.00, ,0.00, ,4, ,0.8, ,7.7, ,80, ,4.5, ,0.9, ,172, ,,S
226,Woodland,Sacramento Valley,4/8/2025,0700,098,0.02, ,0.00, ,87, ,0.9, ,8.9, ,82, ,5.9, ,1.1, ,185, ,,M
226,Woodland,Sacramento Valley,4/8/2025,0800,098,0.13, ,0.00, ,268, ,1.2, ,12.3, ,82, ,9.4, ,1.6, ,230, ,,M
226,Woodland,Sacramento Valley,4/8/2025,0900,098,0.25, ,0.00, ,456, ,1.3, ,15.2, ,75, ,10.9, ,1.8, ,292, ,,M
226,Woodland,Sacramento Valley,4/8/2025,1000,098,0.39, ,0.00, ,636, ,1.2, ,17.1, ,64, ,10.2, ,1.7, ,339, ,,M
226,Woodland,Sacramento Valley,4/8/2025,1100,098,0.49, ,0.00, ,766, ,1.2, ,18.3, ,55, ,9.0, ,1.5, ,11, ,,M
226,Woodland,Sacramento Valley,4/8/2025,1200,098,0.55, ,0.00, ,840, ,1.1, ,19.3, ,49, ,8.2, ,1.5, ,0, ,,M
226,Woodland,Sacramento Valley,4/8/2025,1300,098,0.58, ,0.00, ,855, ,1.0, ,20.5, ,42, ,7.2, ,1.6, ,205, ,,M
226,Woodland,Sacramento Valley,4/8/2025,1400,098,0.56, ,0.00, ,805, ,1.0, ,22.1, ,37, ,6.6, ,1.5, ,338, ,,M
226,Woodland,Sacramento Valley,4/8/2025,1500,098,0.49, ,0.00, ,696, ,1.0, ,22.9, ,35, ,6.5, ,1.5, ,305, ,,M
226,Woodland,Sacramento Valley,4/8/2025,1600,098,0.38, ,0.00, ,535, ,1.0, ,23.5, ,34, ,6.9, ,1.5, ,212, ,,M
226,Woodland,Sacramento Valley,4/8/2025,1700,098,0.24, ,0.00, ,344, ,1.0, ,24.4, ,34, ,7.5, ,1.1, ,299, ,,M
226,Woodland,Sacramento Valley,4/8/2025,1800,098,0.11, ,0.00, ,150, ,1.0, ,23.9, ,34, ,6.9, ,0.8, ,213, ,,M
226,Woodland,Sacramento Valley,4/8/2025,1900,098,0.04, ,0.00, ,19, ,0.9, ,20.2, ,40, ,6.2, ,0.5, ,88, ,,M
226,Woodland,Sacramento Valley,4/8/2025,2000,098,0.02, ,0.00, ,0, ,1.0, ,17.3, ,50, ,6.8, ,0.6, ,212, ,,M
226,Woodland,Sacramento Valley,4/8/2025,2100,098,0.01, ,0.00, ,0, ,1.0, ,15.0, ,57, ,6.6, ,0.7, ,305, ,,M
226,Woodland,Sacramento Valley,4/8/2025,2200,098,0.00, ,0.00, ,0, ,1.0, ,13.8, ,61, ,6.5, ,0.6, ,266, ,,M
226,Woodland,Sacramento Valley,4/8/2025,2300,098,0.00, ,0.00, ,0, ,0.9, ,12.5, ,65, ,6.0, ,0.5, ,316, ,,M
226,Woodland,Sacramento Valley,4/8/2025,2400,098,0.00, ,0.00, ,0, ,1.0, ,12.9, ,69, ,7.4, ,1.2, ,299, ,,M
226,Woodland,Sacramento Valley,4/9/2025,0100,099,0.00, ,0.00, ,0, ,1.0, ,12.3, ,73, ,7.6, ,0.8, ,313, ,,M
226,Woodland,Sacramento Valley,4/9/2025,0200,099,0.00, ,0.00, ,0, ,1.0, ,10.8, ,75, ,6.6, ,0.6, ,351, ,,M
226,Woodland,Sacramento Valley,4/9/2025,0300,099,0.00, ,0.00, ,0, ,1.0, ,10.2, ,77, ,6.5, ,0.5, ,345, ,,M
226,Woodland,Sacramento Valley,4/9/2025,0400,099,0.00, ,0.00, ,0, ,1.0, ,10.6, ,79, ,7.1, ,0.6, ,320, ,,M
226,Woodland,Sacramento Valley,4/9/2025,0500,099,0.00, ,0.00, ,0, ,1.0, ,10.0, ,80, ,6.7, ,0.6, ,326, ,,M
