Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
235,Verona,Sacramento Valley,4/2/2025,1800,092,0.10, ,0.00, ,175, ,0.9, ,15.4, ,50, ,5.0, ,1.6, ,4, ,15.0, 
235,Verona,Sacramento Valley,4/2/2025,1900,092,0.02, ,0.00, ,21, ,0.8, ,13.9, ,49, ,3.3, ,0.9, ,241, ,15.0, 
235,Verona,Sacramento Valley,4/2/2025,2000,092,0.00, ,0.00, ,0, ,0.8, ,11.0, ,60, ,3.5, ,1.0, ,193, ,14.8, 
235,Verona,Sacramento Valley,4/2/2025,2100,092,0.00, ,0.00, ,1, ,0.8, ,8.4, ,72, ,3.6, ,1.2, ,189, ,14.6, 
235,Verona,Sacramento Valley,4/2/2025,2200,092,0.00, ,0.00, ,1, ,0.8, ,7.2, ,75, ,3.1, ,1.5, ,186, ,14.4, 
235,Verona,Sacramento Valley,4/2/2025,2300,092,0.00, ,0.00, ,1, ,0.8, ,6.6, ,78, ,3.1, ,1.3, ,254, ,14.1, 
235,Verona,Sacramento Valley,4/2/2025,2400,092,0.00, ,0.00, ,0, ,0.8, ,4.8, ,87, ,2.9, ,1.2, ,145, ,13.8, 
235,Verona,Sacramento Valley,4/3/2025,0100,093,0.00, ,0.00, ,0, ,0.9, ,6.7, ,88, ,4.8, ,2.4, ,153, ,13.5, 
235,Verona,Sacramento Valley,4/3/2025,0200,093,0.00, ,0.00, ,0, ,0.8, ,5.4, ,89, ,3.7, ,1.5, ,160, ,13.2, 
235,Verona,Sacramento Valley,4/3/2025,0300,093,0.00, ,0.00, ,1, ,0.7, ,3.7, ,93, ,2.6, ,1.2, ,39, ,13.0, 
235,Verona,Sacramento Valley,4/3/2025,0400,093,0.00, ,0.00, ,0, ,0.7, ,2.2, ,93, ,1.2, ,0.9, ,324, ,12.7, 
235,Verona,Sacramento Valley,4/3/2025,0500,093,0.00, ,0.00, ,0, ,0.7, ,2.1, ,94, ,1.3, ,0.6, ,281, ,12.5, 
235,Verona,Sacramento Valley,4/3/2025,0600,093,0.00, ,0.00, ,3, ,0.6, ,1.2, ,95, ,0.4, ,0.8, ,358, ,12.3, 
235,Verona,Sacramento Valley,4/3/2025,0700,093,0.01,Y,0.00, ,95, ,0.7, ,2.4,Y,95,Y,1.7,Y,0.6, ,310, ,12.0, 
235,Verona,Sacramento Valley,4/3/2025,0800,093,0.11, ,0.00, ,289, ,0.9, ,7.3, ,92, ,6.0, ,0.7, ,49, ,11.8, 
235,Verona,Sacramento Valley,4/3/2025,0900,093,0.22, ,0.00, ,515, ,1.0, ,10.7, ,78, ,7.0, ,1.1, ,308, ,11.7, 
235,Verona,Sacramento Valley,4/3/2025,1000,093,0.31, ,0.00, ,584, ,1.0, ,12.3, ,73, ,7.5, ,1.8, ,331, ,11.8, 
235,Verona,Sacramento Valley,4/3/2025,1100,093,0.43, ,0.00, ,789, ,1.1, ,14.2, ,66, ,8.0, ,1.5, ,342, ,12.1, 
235,Verona,Sacramento Valley,4/3/2025,1200,093,0.50, ,0.00, ,885, ,1.1, ,15.1, ,64, ,8.2, ,1.4, ,301, ,12.6, 
235,Verona,Sacramento Valley,4/3/2025,1300,093,0.54, ,0.00, ,890, ,1.0, ,16.8, ,55, ,7.7, ,2.3, ,342, ,13.2, 
235,Verona,Sacramento Valley,4/3/2025,1400,093,0.54, ,0.00, ,841, ,1.0, ,18.5, ,49, ,7.6, ,2.4, ,314, ,13.9, 
235,Verona,Sacramento Valley,4/3/2025,1500,093,0.49, ,0.00, ,734, ,0.9, ,19.6, ,40, ,5.6, ,2.8, ,316, ,14.3, 
235,Verona,Sacramento Valley,4/3/2025,1600,093,0.39, ,0.00, ,580, ,0.8, ,19.6, ,34, ,3.2, ,3.2, ,310, ,14.7, 
235,Verona,Sacramento Valley,4/3/2025,1700,093,0.26, ,0.00, ,378, ,0.8, ,19.9, ,34, ,3.5, ,2.5, ,317, ,15.1, 
235,Verona,Sacramento Valley,4/3/2025,1800,093,0.13, ,0.00, ,165, ,0.8, ,18.0, ,36, ,2.9, ,2.0, ,317, ,15.3, 
235,Verona,Sacramento Valley,4/3/2025,1900,093,0.04, ,0.00, ,19, ,0.6, ,14.2, ,38, ,0.2, ,1.3, ,305, ,15.3, 
235,Verona,Sacramento Valley,4/3/2025,2000,093,0.01, ,0.00, ,0, ,0.7, ,11.6, ,49, ,1.3, ,1.0, ,170, ,15.2, 
235,Verona,Sacramento Valley,4/3/2025,2100,093,0.00, ,0.00, ,0, ,0.7, ,9.5, ,59, ,2.0, ,1.5, ,215, ,15.0, 
235,Verona,Sacramento Valley,4/3/2025,2200,093,0.00, ,0.00, ,0, ,0.8, ,9.6, ,67, ,3.8, ,1.7, ,249, ,14.7, 
235,Verona,Sacramento Valley,4/3/2025,2300,093,0.00, ,0.00, ,0, ,0.8, ,8.1, ,76, ,4.1, ,0.8, ,325, ,14.4, 
235,Verona,Sacramento Valley,4/3/2025,2400,093,0.00, ,0.00, ,1, ,0.8, ,6.1, ,83, ,3.5, ,1.1, ,25, ,14.1, 
235,Verona,Sacramento Valley,4/4/2025,0100,094,0.00, ,0.00, ,0, ,0.7, ,5.3, ,84, ,2.8, ,1.0, ,150, ,13.8, 
235,Verona,Sacramento Valley,4/4/2025,0200,094,0.00, ,0.00, ,0, ,0.7, ,4.2, ,90, ,2.6, ,1.1, ,299, ,13.5, 
235,Verona,Sacramento Valley,4/4/2025,0300,094,0.00, ,0.00, ,0, ,0.7, ,3.1, ,91, ,1.7, ,1.0, ,264, ,13.2, 
235,Verona,Sacramento Valley,4/4/2025,0400,094,0.00, ,0.00, ,0, ,0.7, ,4.0, ,92, ,2.8, ,1.6, ,274, ,12.9, 
235,Verona,Sacramento Valley,4/4/2025,0500,094,0.00, ,0.00, ,1, ,0.8, ,4.8, ,88, ,3.0, ,1.7, ,288, ,12.7, 
235,Verona,Sacramento Valley,4/4/2025,0600,094,0.00, ,0.00, ,4, ,0.7, ,4.6, ,88, ,2.7, ,2.1, ,306, ,12.4, 
235,Verona,Sacramento Valley,4/4/2025,0700,094,0.03, ,0.00, ,97, ,0.8, ,6.6, ,82, ,3.8, ,2.7, ,309, ,12.2, 
235,Verona,Sacramento Valley,4/4/2025,0800,094,0.15, ,0.00, ,299, ,0.9, ,9.8, ,73, ,5.2, ,3.1, ,316, ,12.1, 
235,Verona,Sacramento Valley,4/4/2025,0900,094,0.31, ,0.00, ,513, ,0.9, ,14.0, ,59, ,6.2, ,4.2, ,329, ,12.0, 
235,Verona,Sacramento Valley,4/4/2025,1000,094,0.48, ,0.00, ,692, ,0.9, ,17.2, ,45, ,5.1, ,5.1, ,337, ,12.1, 
235,Verona,Sacramento Valley,4/4/2025,1100,094,0.61, ,0.00, ,822, ,0.8, ,19.2, ,38, ,4.4, ,5.2, ,330, ,12.4, 
235,Verona,Sacramento Valley,4/4/2025,1200,094,0.68, ,0.00, ,896, ,0.9, ,20.4, ,36, ,4.9, ,5.2, ,337, ,12.9, 
235,Verona,Sacramento Valley,4/4/2025,1300,094,0.72, ,0.00, ,907, ,0.8, ,21.2, ,32, ,4.0, ,5.7, ,331, ,13.6, 
235,Verona,Sacramento Valley,4/4/2025,1400,094,0.70, ,0.00, ,861, ,0.8, ,21.7, ,29, ,3.1, ,5.7, ,329, ,14.1, 
235,Verona,Sacramento Valley,4/4/2025,1500,094,0.59, ,0.00, ,748, ,0.8, ,22.2, ,31, ,4.1, ,4.6, ,331, ,14.6, 
235,Verona,Sacramento Valley,4/4/2025,1600,094,0.43, ,0.00, ,539, ,0.9, ,22.0, ,32, ,4.7, ,3.6, ,334, ,14.9, 
235,Verona,Sacramento Valley,4/4/2025,1700,094,0.31, ,0.00, ,361, ,0.9, ,21.6, ,33, ,4.7, ,3.6, ,323, ,15.3, 
235,Verona,Sacramento Valley,4/4/2025,1800,094,0.17, ,0.00, ,170, ,0.8, ,20.2, ,34, ,4.0, ,3.3, ,322, ,15.5, 
235,Verona,Sacramento Valley,4/4/2025,1900,094,0.05, ,0.00, ,11, ,0.8, ,16.1, ,44, ,3.8, ,2.5, ,318, ,15.5, 
235,Verona,Sacramento Valley,4/4/2025,2000,094,0.02, ,0.00, ,0, ,0.8, ,13.6, ,51, ,3.7, ,1.9, ,305, ,15.4, 
235,Verona,Sacramento Valley,4/4/2025,2100,094,0.01, ,0.00, ,0, ,0.8, ,12.2, ,59, ,4.4, ,1.9, ,272, ,15.3, 
235,Verona,Sacramento Valley,4/4/2025,2200,094,0.01, ,0.00, ,0, ,0.9, ,12.1, ,61, ,4.7, ,2.5, ,284, ,15.1, 
235,Verona,Sacramento Valley,4/4/2025,2300,094,0.00, ,0.00, ,0, ,0.8, ,10.5, ,65, ,4.2, ,1.8, ,327, ,14.8, 
235,Verona,Sacramento Valley,4/4/2025,2400,094,0.00, ,0.00, ,0, ,0.8, ,8.9, ,72, ,4.1, ,1.1, ,283, ,14.6, 
235,Verona,Sacramento Valley,4/5/2025,0100,095,0.00, ,0.00, ,0, ,0.8, ,7.8, ,75, ,3.6, ,1.4, ,307, ,14.4, 
235,Verona,Sacramento Valley,4/5/2025,0200,095,0.00, ,0.00, ,0, ,0.8, ,7.1, ,78, ,3.6, ,1.0, ,316, ,14.1, 
235,Verona,Sacramento Valley,4/5/2025,0300,095,0.00, ,0.00, ,0, ,0.8, ,6.4, ,79, ,2.9, ,0.9, ,253, ,13.8, 
235,Verona,Sacramento Valley,4/5/2025,0400,095,0.00, ,0.00, ,0, ,0.8, ,4.8, ,87, ,2.9, ,1.1, ,247, ,13.6, 
235,Verona,Sacramento Valley,4/5/2025,0500,095,0.00, ,0.00, ,1, ,0.7, ,4.7, ,87, ,2.7, ,1.1, ,259, ,13.3, 
235,Verona,Sacramento Valley,4/5/2025,0600,095,0.00, ,0.00, ,6, ,0.8, ,6.0, ,82, ,3.1, ,1.5, ,275, ,13.1, 
235,Verona,Sacramento Valley,4/5/2025,0700,095,0.03, ,0.00, ,112, ,0.8, ,7.3, ,80, ,4.0, ,0.9, ,295, ,12.9, 
235,Verona,Sacramento Valley,4/5/2025,0800,095,0.14, ,0.00, ,293, ,0.9, ,11.4, ,70, ,6.0, ,1.0, ,17, ,12.7, 
235,Verona,Sacramento Valley,4/5/2025,0900,095,0.24, ,0.00, ,458, ,0.9, ,13.0, ,61, ,5.6, ,1.2, ,71, ,12.6, 
235,Verona,Sacramento Valley,4/5/2025,1000,095,0.40, ,0.00, ,714, ,1.0, ,16.5, ,52, ,6.7, ,1.2, ,144, ,12.7, 
235,Verona,Sacramento Valley,4/5/2025,1100,095,0.48, ,0.00, ,793, ,1.0, ,17.7, ,48, ,6.6, ,1.7, ,249, ,13.0, 
235,Verona,Sacramento Valley,4/5/2025,1200,095,0.57, ,0.00, ,879, ,1.0, ,19.3, ,44, ,6.8, ,1.9, ,259, ,13.5, 
235,Verona,Sacramento Valley,4/5/2025,1300,095,0.57, ,0.00, ,870, ,0.9, ,20.8, ,36, ,5.1, ,1.6, ,258, ,14.1, 
235,Verona,Sacramento Valley,4/5/2025,1400,095,0.57, ,0.00, ,849, ,0.9, ,22.0, ,34, ,5.5, ,1.5, ,264, ,14.7, 
235,Verona,Sacramento Valley,4/5/2025,1500,095,0.48, ,0.00, ,750, ,0.8, ,23.0, ,28, ,3.4, ,1.0, ,28, ,15.1, 
235,Verona,Sacramento Valley,4/5/2025,1600,095,0.36, ,0.00, ,573, ,0.8, ,23.8, ,27, ,3.4, ,0.8, ,20, ,15.5, 
235,Verona,Sacramento Valley,4/5/2025,1700,095,0.24, ,0.00, ,381, ,0.8, ,24.3, ,27, ,4.1, ,0.6, ,321, ,15.8, 
235,Verona,Sacramento Valley,4/5/2025,1800,095,0.10, ,0.00, ,157, ,1.0, ,20.7, ,42, ,7.3, ,1.0, ,98, ,16.0, 
235,Verona,Sacramento Valley,4/5/2025,1900,095,0.04, ,0.00, ,18, ,0.8, ,18.3, ,40, ,4.5, ,1.1, ,130, ,16.1, 
235,Verona,Sacramento Valley,4/5/2025,2000,095,0.02, ,0.00, ,0, ,0.9, ,15.1, ,53, ,5.5, ,1.3, ,170, ,16.0, 
235,Verona,Sacramento Valley,4/5/2025,2100,095,0.02, ,0.00, ,0, ,0.9, ,15.5, ,51, ,5.6, ,1.2, ,163, ,15.9, 
235,Verona,Sacramento Valley,4/5/2025,2200,095,0.01, ,0.00, ,0, ,1.0, ,13.9, ,62, ,6.8, ,1.2, ,152, ,15.7, 
235,Verona,Sacramento Valley,4/5/2025,2300,095,0.00, ,0.00, ,0, ,1.0, ,9.9, ,79, ,6.3, ,0.9, ,108, ,15.4, 
235,Verona,Sacramento Valley,4/5/2025,2400,095,0.00, ,0.00, ,0, ,1.0, ,10.7, ,75, ,6.5, ,2.0, ,116, ,15.2, 
235,Verona,Sacramento Valley,4/6/2025,0100,096,0.00, ,0.00, ,0, ,1.0, ,10.7, ,76, ,6.6, ,2.0, ,134, ,14.9, 
235,Verona,Sacramento Valley,4/6/2025,0200,096,0.00, ,0.00, ,0, ,1.0, ,9.9, ,79, ,6.4, ,1.9, ,138, ,14.7, 
235,Verona,Sacramento Valley,4/6/2025,0300,096,0.00, ,0.00, ,0, ,0.9, ,9.2, ,79, ,5.7, ,1.6, ,138, ,14.5, 
235,Verona,Sacramento Valley,4/6/2025,0400,096,0.00, ,0.00, ,0, ,0.9, ,8.5, ,80, ,5.3, ,1.5, ,128, ,14.3, 
235,Verona,Sacramento Valley,4/6/2025,0500,096,0.00, ,0.00, ,0, ,0.8, ,7.4, ,82, ,4.5, ,0.9, ,177, ,14.1, 
235,Verona,Sacramento Valley,4/6/2025,0600,096,0.00, ,0.00, ,6, ,0.8, ,5.4, ,90, ,4.0, ,0.5, ,101, ,13.9, 
235,Verona,Sacramento Valley,4/6/2025,0700,096,0.03, ,0.00, ,113, ,0.9, ,7.6, ,88, ,5.7, ,1.1, ,101, ,13.7, 
235,Verona,Sacramento Valley,4/6/2025,0800,096,0.15, ,0.00, ,304, ,1.0, ,12.3, ,72, ,7.4, ,1.4, ,117, ,13.5, 
235,Verona,Sacramento Valley,4/6/2025,0900,096,0.28, ,0.00, ,513, ,1.1, ,14.4, ,67, ,8.3, ,2.2, ,133, ,13.4, 
235,Verona,Sacramento Valley,4/6/2025,1000,096,0.38, ,0.00, ,600, ,1.1, ,16.2, ,62, ,8.8, ,2.7, ,165, ,13.5, 
235,Verona,Sacramento Valley,4/6/2025,1100,096,0.43, ,0.00, ,665, ,1.2, ,17.3, ,61, ,9.6, ,2.6, ,186, ,13.7, 
235,Verona,Sacramento Valley,4/6/2025,1200,096,0.53, ,0.00, ,814, ,1.3, ,18.6, ,60, ,10.6, ,2.2, ,198, ,14.1, 
235,Verona,Sacramento Valley,4/6/2025,1300,096,0.51, ,0.00, ,732, ,1.3, ,20.3, ,53, ,10.3, ,2.4, ,206, ,14.6, 
235,Verona,Sacramento Valley,4/6/2025,1400,096,0.56, ,0.00, ,776, ,1.2, ,21.8, ,45, ,9.4, ,2.5, ,202, ,15.1, 
235,Verona,Sacramento Valley,4/6/2025,1500,096,0.51, ,0.00, ,690, ,1.1, ,22.7, ,41, ,8.8, ,2.6, ,184, ,15.6, 
235,Verona,Sacramento Valley,4/6/2025,1600,096,0.42, ,0.00, ,568, ,1.1, ,22.7, ,40, ,8.3, ,3.1, ,170, ,15.9, 
235,Verona,Sacramento Valley,4/6/2025,1700,096,0.31, ,0.00, ,385, ,0.9, ,22.1, ,35, ,5.9, ,3.4, ,167, ,16.3, 
235,Verona,Sacramento Valley,4/6/2025,1800,096,0.17, ,0.00, ,141, ,0.8, ,20.5, ,33, ,3.8, ,3.1, ,166, ,16.5, 
235,Verona,Sacramento Valley,4/6/2025,1900,096,0.06, ,0.00, ,11, ,0.9, ,17.2, ,44, ,5.0, ,2.3, ,163, ,16.5, 
235,Verona,Sacramento Valley,4/6/2025,2000,096,0.03, ,0.00, ,0, ,1.1, ,15.5, ,60, ,7.8, ,2.2, ,163, ,16.4, 
235,Verona,Sacramento Valley,4/6/2025,2100,096,0.02, ,0.00, ,0, ,1.0, ,14.1, ,65, ,7.5, ,2.0, ,155, ,16.2, 
235,Verona,Sacramento Valley,4/6/2025,2200,096,0.02, ,0.00, ,0, ,0.9, ,13.4, ,59, ,5.7, ,2.3, ,162, ,16.0, 
235,Verona,Sacramento Valley,4/6/2025,2300,096,0.02, ,0.00, ,0, ,0.9, ,13.0, ,59, ,5.2, ,2.3, ,160, ,15.8, 
235,Verona,Sacramento Valley,4/6/2025,2400,096,0.01, ,0.00, ,0, ,1.1, ,12.9, ,71, ,7.7, ,2.7, ,136, ,15.7, 
235,Verona,Sacramento Valley,4/7/2025,0100,097,0.02, ,0.00, ,0, ,1.1, ,13.1, ,75, ,8.9, ,2.8, ,144, ,15.5, 
235,Verona,Sacramento Valley,4/7/2025,0200,097,0.02, ,0.00, ,0, ,1.2, ,13.5, ,79, ,10.0, ,3.0, ,161, ,15.3, 
235,Verona,Sacramento Valley,4/7/2025,0300,097,0.01, ,0.40, ,0, ,1.3, ,12.8, ,85, ,10.4, ,2.4, ,155, ,15.2, 
235,Verona,Sacramento Valley,4/7/2025,0400,097,0.00, ,0.00, ,0, ,1.3, ,12.6, ,87, ,10.5, ,2.7, ,150, ,15.0, 
235,Verona,Sacramento Valley,4/7/2025,0500,097,0.00, ,0.00, ,0, ,1.3, ,12.8, ,88, ,10.7, ,2.9, ,149, ,15.0, 
235,Verona,Sacramento Valley,4/7/2025,0600,097,0.00, ,0.00, ,1, ,1.3, ,12.8, ,88, ,10.9, ,2.4, ,169, ,14.9, 
235,Verona,Sacramento Valley,4/7/2025,0700,097,0.01, ,0.00, ,26, ,1.3, ,13.0, ,90, ,11.3, ,3.0, ,173, ,14.8, 
235,Verona,Sacramento Valley,4/7/2025,0800,097,0.05, ,0.00, ,95, ,1.4, ,13.6, ,87, ,11.4, ,3.1, ,182, ,14.7, 
235,Verona,Sacramento Valley,4/7/2025,0900,097,0.17, ,0.00, ,304, ,1.4, ,14.8, ,84, ,12.0, ,3.3, ,192, ,14.7, 
235,Verona,Sacramento Valley,4/7/2025,1000,097,0.31, ,0.00, ,506, ,1.4, ,16.6, ,76, ,12.3, ,3.1, ,195, ,14.7, 
235,Verona,Sacramento Valley,4/7/2025,1100,097,0.31, ,0.00, ,489, ,1.4, ,17.1, ,70, ,11.6, ,2.8, ,198, ,14.9, 
235,Verona,Sacramento Valley,4/7/2025,1200,097,0.40, ,0.00, ,605, ,1.3, ,18.3, ,64, ,11.3, ,2.5, ,186, ,15.1, 
235,Verona,Sacramento Valley,4/7/2025,1300,097,0.44, ,0.00, ,658, ,1.3, ,19.2, ,57, ,10.5, ,2.1, ,176, ,15.4, 
235,Verona,Sacramento Valley,4/7/2025,1400,097,0.50, ,0.00, ,729, ,1.3, ,20.1, ,56, ,10.9, ,2.5, ,186, ,15.7, 
235,Verona,Sacramento Valley,4/7/2025,1500,097,0.45, ,0.00, ,648, ,1.3, ,20.4, ,55, ,10.9, ,2.4, ,198, ,16.0, 
235,Verona,Sacramento Valley,4/7/2025,1600,097,0.25, ,0.00, ,353, ,1.2, ,20.0, ,51, ,9.5, ,2.5, ,207, ,16.3, 
235,Verona,Sacramento Valley,4/7/2025,1700,097,0.17, ,0.00, ,223, ,1.2, ,19.7, ,51, ,9.2, ,2.4, ,193, ,16.6, 
235,Verona,Sacramento Valley,4/7/2025,1800,097,0.11, ,0.00, ,115, ,1.2, ,19.0, ,54, ,9.5, ,2.4, ,188, ,16.8, 
235,Verona,Sacramento Valley,4/7/2025,1900,097,0.05, ,0.00, ,20, ,1.2, ,17.3, ,61, ,9.6, ,2.7, ,188, ,16.8, 
235,Verona,Sacramento Valley,4/7/2025,2000,097,0.02, ,0.00, ,0, ,1.2, ,16.2, ,64, ,9.5, ,2.0, ,216, ,16.7, 
235,Verona,Sacramento Valley,4/7/2025,2100,097,0.02, ,0.00, ,0, ,1.2, ,14.6, ,70, ,9.2, ,2.1, ,225, ,16.6, 
235,Verona,Sacramento Valley,4/7/2025,2200,097,0.01, ,0.00, ,0, ,1.1, ,13.5, ,73, ,8.8, ,1.6, ,218, ,16.5, 
235,Verona,Sacramento Valley,4/7/2025,2300,097,0.00, ,0.00, ,0, ,1.1, ,11.4, ,81, ,8.3, ,1.6, ,130, ,16.3, 
235,Verona,Sacramento Valley,4/7/2025,2400,097,0.00, ,0.00, ,0, ,1.1, ,11.2, ,83, ,8.3, ,1.9, ,148, ,16.1, 
235,Verona,Sacramento Valley,4/8/2025,0100,098,0.00, ,0.00, ,0, ,1.1, ,10.5, ,86, ,8.3, ,2.1, ,148, ,15.9, 
235,Verona,Sacramento Valley,4/8/2025,0200,098,0.00, ,0.00, ,0, ,1.1, ,10.1, ,89, ,8.3, ,2.4, ,146, ,15.7, 
235,Verona,Sacramento Valley,4/8/2025,0300,098,0.00, ,0.00, ,0, ,1.1, ,9.8, ,90, ,8.3, ,2.3, ,143, ,15.5, 
235,Verona,Sacramento Valley,4/8/2025,0400,098,0.00, ,0.00, ,0, ,1.1, ,9.0, ,92, ,7.7, ,1.8, ,128, ,15.3, 
235,Verona,Sacramento Valley,4/8/2025,0500,098,0.00, ,0.00, ,0, ,1.0, ,8.5, ,93, ,7.4, ,1.9, ,132, ,15.1, 
235,Verona,Sacramento Valley,4/8/2025,0600,098,0.00, ,0.00, ,5, ,1.0, ,8.1, ,93, ,7.1, ,1.9, ,134, ,14.9, 
235,Verona,Sacramento Valley,4/8/2025,0700,098,0.02, ,0.00, ,102, ,1.0, ,8.6, ,94, ,7.6, ,2.5, ,124, ,14.7, 
235,Verona,Sacramento Valley,4/8/2025,0800,098,0.14, ,0.00, ,299, ,1.2, ,11.4, ,86, ,9.2, ,2.3, ,138, ,14.6, 
235,Verona,Sacramento Valley,4/8/2025,0900,098,0.28, ,0.00, ,512, ,1.1, ,13.6, ,71, ,8.4, ,2.3, ,149, ,14.5, 
235,Verona,Sacramento Valley,4/8/2025,1000,098,0.39, ,0.00, ,689, ,1.1, ,15.6, ,62, ,8.3, ,2.1, ,186, ,14.5, 
235,Verona,Sacramento Valley,4/8/2025,1100,098,0.48, ,0.00, ,817, ,1.1, ,16.9, ,56, ,8.2, ,1.7, ,235, ,14.7, 
235,Verona,Sacramento Valley,4/8/2025,1200,098,0.55, ,0.00, ,891, ,1.1, ,18.3, ,50, ,7.8, ,1.5, ,262, ,15.1, 
235,Verona,Sacramento Valley,4/8/2025,1300,098,0.58, ,0.00, ,901, ,1.1, ,19.8, ,46, ,8.0, ,1.5, ,218, ,15.7, 
235,Verona,Sacramento Valley,4/8/2025,1400,098,0.55, ,0.00, ,848, ,1.0, ,20.9, ,42, ,7.5, ,1.3, ,211, ,16.2, 
235,Verona,Sacramento Valley,4/8/2025,1500,098,0.48, ,0.00, ,742, ,1.0, ,21.9, ,38, ,7.1, ,1.6, ,250, ,16.5, 
235,Verona,Sacramento Valley,4/8/2025,1600,098,0.37, ,0.00, ,582, ,1.0, ,23.3, ,35, ,6.8, ,1.5, ,292, ,16.8, 
235,Verona,Sacramento Valley,4/8/2025,1700,098,0.25, ,0.00, ,381, ,1.0, ,22.5, ,38, ,7.5, ,1.1, ,25, ,17.1, 
235,Verona,Sacramento Valley,4/8/2025,1800,098,0.10, ,0.00, ,170, ,1.2, ,21.4, ,48, ,10.0, ,0.6, ,74, ,17.3, 
235,Verona,Sacramento Valley,4/8/2025,1900,098,0.03, ,0.00, ,21, ,1.0, ,19.0, ,47, ,7.5, ,0.6, ,85, ,17.3, 
235,Verona,Sacramento Valley,4/8/2025,2000,098,0.00, ,0.00, ,0, ,1.1, ,14.3, ,68, ,8.5, ,0.6, ,320, ,17.3, 
235,Verona,Sacramento Valley,4/8/2025,2100,098,0.00, ,0.00, ,0, ,1.1, ,13.1, ,76, ,8.9, ,0.5, ,294, ,17.1, 
235,Verona,Sacramento Valley,4/8/2025,2200,098,0.00, ,0.00, ,0, ,1.2, ,11.6, ,85, ,9.2, ,0.6, ,234, ,16.9, 
235,Verona,Sacramento Valley,4/8/2025,2300,098,0.00, ,0.00, ,0, ,1.1, ,10.6, ,88, ,8.7, ,0.7, ,144, ,16.6, 
235,Verona,Sacramento Valley,4/8/2025,2400,098,0.00, ,0.00, ,0, ,1.0, ,8.8, ,91, ,7.3, ,0.8, ,289, ,16.3, 
