Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
235,Verona,Sacramento Valley,5/17/2025,137,6.06, ,0.00, ,332, ,1.2, ,26.4, ,12.6, ,18.9, ,78, ,34, ,55, ,9.5, ,2.9, ,254.5, ,19.4, 
235,Verona,Sacramento Valley,5/18/2025,138,7.58, ,0.00, ,352,R,1.0, ,27.8, ,7.2, ,19.0, ,94, ,22, ,46, ,7.1, ,3.4, ,295.4, ,19.1, 
235,Verona,Sacramento Valley,5/19/2025,139,6.84, ,0.00, ,348, ,1.3, ,31.1, ,10.7, ,21.7, ,85, ,29, ,50, ,10.8, ,2.3, ,201.6, ,19.4, 
235,Verona,Sacramento Valley,5/20/2025,140,6.81, ,0.00, ,359,R,1.0, ,30.9, ,11.3, ,20.3, ,87, ,18, ,44, ,7.5, ,2.1, ,179.1, ,19.8, 
235,Verona,Sacramento Valley,5/21/2025,141,6.44, ,0.00, ,352,R,1.2, ,32.1, ,8.5, ,20.8, ,94, ,25, ,50, ,9.9, ,1.6, ,139.7, ,19.7, 
235,Verona,Sacramento Valley,5/22/2025,142,6.83, ,0.00, ,351, ,1.1, ,29.1, ,12.4, ,20.2, ,74, ,28, ,48, ,8.7, ,3.1, ,264.9, ,20.0, 
235,Verona,Sacramento Valley,5/23/2025,143,5.53, ,0.00, ,357,R,1.1, ,27.1, ,10.4, ,17.4, ,82, ,28, ,57, ,8.9, ,1.9, ,166.3, ,21.9, 
235,Verona,Sacramento Valley,5/24/2025,144,6.27, ,0.00, ,350, ,1.3, ,27.4, ,10.6, ,18.3, ,87, ,40, ,62, ,11.0, ,3.0, ,258.8, ,22.1, 
235,Verona,Sacramento Valley,5/25/2025,145,6.09, ,0.00, ,337, ,1.3, ,25.7, ,10.8, ,17.2, ,86, ,45, ,64, ,10.4, ,3.6, ,310.6, ,21.3, 
235,Verona,Sacramento Valley,5/26/2025,146,5.68, ,0.00, ,350, ,1.3, ,26.8, ,11.8, ,18.1, ,81, ,44, ,64, ,11.1, ,2.3, ,199.8, ,21.2, 
235,Verona,Sacramento Valley,5/27/2025,147,6.28, ,0.00, ,351, ,1.5, ,29.8, ,11.3, ,20.4, ,90, ,38, ,61, ,12.6, ,2.1, ,183.9, ,22.1, 
235,Verona,Sacramento Valley,5/28/2025,148,6.30, ,0.00, ,352, ,1.4, ,28.5, ,12.1, ,19.5, ,83, ,44, ,62, ,12.0, ,3.0, ,256.6, ,22.3, 
235,Verona,Sacramento Valley,5/29/2025,149,6.03, ,0.00, ,356, ,1.5, ,34.0, ,11.4, ,21.0, ,84, ,36, ,62, ,13.3, ,1.7, ,144.5, ,22.5, 
235,Verona,Sacramento Valley,5/30/2025,150,6.41, ,0.00, ,352, ,1.9,Y,35.9, ,12.6, ,24.8, ,91, ,38, ,61,Y,16.7,Y,1.3, ,114.5, ,23.9, 
235,Verona,Sacramento Valley,5/31/2025,151,6.92, ,0.00, ,353, ,1.8, ,36.4, ,15.9, ,26.6, ,81, ,38, ,53, ,16.1, ,1.8, ,158.7, ,25.1, 
235,Verona,Sacramento Valley,6/1/2025,152,6.88, ,0.00, ,354, ,1.5, ,28.2, ,12.2, ,20.8, ,81, ,47, ,60, ,12.7, ,3.2, ,280.6, ,24.6, 
235,Verona,Sacramento Valley,6/2/2025,153,6.16, ,0.00, ,351, ,1.4, ,31.3, ,9.1, ,19.6, ,93, ,38, ,62, ,12.0, ,1.9, ,165.7, ,23.6, 
235,Verona,Sacramento Valley,6/3/2025,154,6.08, ,0.00, ,351, ,1.5, ,32.4, ,12.6, ,21.1, ,82, ,39, ,62, ,13.4, ,2.1, ,182.5, ,23.6, 
235,Verona,Sacramento Valley,6/4/2025,155,6.26, ,0.00, ,350, ,1.5, ,33.4, ,11.6, ,21.9, ,91, ,36, ,59, ,13.4, ,1.5, ,128.8, ,24.3, 
235,Verona,Sacramento Valley,6/5/2025,156,6.31, ,0.00, ,347, ,1.5, ,28.8, ,13.0, ,19.9, ,84, ,44, ,65, ,13.2, ,2.9, ,253.3, ,23.9, 
235,Verona,Sacramento Valley,6/6/2025,157,6.10, ,0.00, ,335, ,1.6, ,31.1, ,12.0, ,21.1, ,90, ,39, ,63, ,13.6, ,1.9, ,166.8, ,23.7, 
235,Verona,Sacramento Valley,6/7/2025,158,6.33, ,0.00, ,351, ,1.6, ,34.6, ,12.7, ,22.5, ,86, ,36, ,61, ,14.4, ,2.0, ,173.1, ,24.2, 
235,Verona,Sacramento Valley,6/8/2025,159,6.22, ,0.00, ,320, ,1.6, ,30.5, ,13.7, ,20.9, ,81, ,46, ,64, ,13.8, ,2.7, ,232.0, ,24.1, 
235,Verona,Sacramento Valley,6/9/2025,160,6.71, ,0.00, ,345, ,1.7, ,32.4, ,13.3, ,21.6, ,86, ,45, ,65, ,14.6, ,2.8, ,241.9, ,24.1, 
235,Verona,Sacramento Valley,6/10/2025,161,6.60, ,0.00, ,348, ,1.6, ,30.1, ,13.2, ,20.4, ,87, ,46, ,65, ,13.7, ,3.1, ,271.1, ,24.0, 
235,Verona,Sacramento Valley,6/11/2025,162,6.57, ,0.00, ,363,R,1.3, ,28.3, ,10.7, ,18.9, ,86, ,39, ,60, ,11.0, ,3.2, ,272.7, ,23.3, 
235,Verona,Sacramento Valley,6/12/2025,163,6.37, ,0.00, ,359, ,1.3, ,30.5, ,10.1, ,19.6, ,88, ,37, ,59, ,11.3, ,2.2, ,192.6, ,23.1, 
235,Verona,Sacramento Valley,6/13/2025,164,6.94, ,0.00, ,367,R,1.2, ,29.8, ,12.0, ,19.9, ,77, ,29, ,52, ,9.8, ,3.3, ,287.7, ,23.0, 
235,Verona,Sacramento Valley,6/14/2025,165,6.17, ,0.00, ,353, ,1.3, ,29.1, ,10.7, ,19.4, ,83, ,32, ,57, ,10.6, ,2.0, ,175.6, ,22.9, 
235,Verona,Sacramento Valley,6/15/2025,166,6.24, ,0.00, ,351, ,1.3, ,31.0, ,7.6, ,20.3, ,93, ,28, ,55, ,11.1, ,1.4, ,125.2, ,22.8, 
235,Verona,Sacramento Valley,6/16/2025,167,6.65, ,0.00, ,356, ,1.3, ,30.8, ,11.6, ,20.8, ,83, ,34, ,54, ,11.1, ,2.3, ,200.6, ,23.0, 
235,Verona,Sacramento Valley,6/17/2025,168,6.50, ,0.00, ,361, ,1.4, ,33.4, ,8.8, ,21.9, ,90, ,29, ,53, ,11.8, ,1.3, ,114.8, ,23.0, 
235,Verona,Sacramento Valley,6/18/2025,169,6.93, ,0.00, ,357, ,1.5, ,36.7, ,11.1, ,24.6, ,87, ,22, ,48, ,13.0, ,1.5, ,133.6, ,23.4, 
235,Verona,Sacramento Valley,6/19/2025,170,7.97, ,0.00, ,360, ,1.3, ,30.7, ,14.2, ,21.5, ,72, ,31, ,49, ,10.5, ,4.4,Y,376.1,Y,23.3, 
235,Verona,Sacramento Valley,6/20/2025,171,6.99, ,0.00, ,354, ,1.1, ,27.7, ,11.8, ,19.1, ,75, ,28, ,50, ,8.3, ,3.2, ,277.3, ,22.3, 
235,Verona,Sacramento Valley,6/21/2025,172,7.78, ,0.00, ,363,R,0.9, ,27.5, ,9.0, ,19.1, ,83, ,21, ,42, ,5.8, ,3.3, ,286.8, ,22.0, 
235,Verona,Sacramento Valley,6/22/2025,173,7.15, ,0.00, ,360, ,1.0, ,28.8, ,11.9, ,20.3, ,79, ,15, ,42, ,6.9, ,2.7, ,232.4, ,22.1, 
235,Verona,Sacramento Valley,6/23/2025,174,6.76, ,0.00, ,350, ,1.3, ,33.6, ,9.8, ,22.1, ,91, ,23, ,48, ,10.6, ,1.5, ,128.2, ,22.3, 
235,Verona,Sacramento Valley,6/24/2025,175,6.87, ,0.00, ,356, ,1.3, ,31.4, ,12.8, ,20.3, ,82, ,30, ,56, ,11.4, ,3.3, ,287.6, ,22.6, 
235,Verona,Sacramento Valley,6/25/2025,176,6.53, ,0.00, ,354, ,1.4, ,32.5, ,11.6, ,20.7, ,90, ,30, ,58, ,12.0, ,2.6, ,221.4, ,22.5, 
235,Verona,Sacramento Valley,6/26/2025,177,6.45, ,0.00, ,355, ,1.4, ,32.3, ,12.8, ,22.0, ,83, ,31, ,54, ,12.3, ,2.0, ,173.1, ,22.9, 
235,Verona,Sacramento Valley,6/27/2025,178,6.72, ,0.00, ,350, ,1.6, ,35.3, ,13.4, ,24.7, ,87, ,26, ,53, ,14.3, ,1.4, ,124.8, ,23.5, 
235,Verona,Sacramento Valley,6/28/2025,179,7.17, ,0.00, ,350, ,1.7, ,36.8, ,15.3, ,26.4, ,87, ,29, ,51, ,15.3, ,1.8, ,159.5, ,24.3, 
235,Verona,Sacramento Valley,6/29/2025,180,7.23, ,0.00, ,344, ,1.6, ,36.0, ,15.0, ,25.5, ,79, ,35, ,49, ,14.2, ,2.1, ,185.1, ,24.6, 
235,Verona,Sacramento Valley,6/30/2025,181,7.20, ,0.00, ,349, ,1.6, ,34.7, ,16.0, ,24.6, ,74, ,33, ,51, ,13.7, ,2.5, ,219.6, ,24.4, 
235,Verona,Sacramento Valley,7/1/2025,182,7.35, ,0.00, ,348, ,1.7, ,34.6, ,15.8, ,24.8, ,76, ,33, ,53, ,14.5, ,2.7, ,234.7, ,24.9, 
235,Verona,Sacramento Valley,7/2/2025,183,6.94, ,0.00, ,350, ,1.8, ,34.4, ,14.9, ,24.2, ,83, ,42, ,59, ,15.6, ,2.2, ,192.6, ,25.7, 
235,Verona,Sacramento Valley,7/3/2025,184,7.05, ,0.00, ,334, ,1.5, ,29.8, ,15.0, ,21.5, ,79, ,36, ,57, ,12.6, ,3.5, ,302.4, ,23.3, 
235,Verona,Sacramento Valley,7/4/2025,185,7.03, ,0.00, ,328, ,1.3, ,29.6, ,13.7, ,20.5, ,80, ,29, ,52, ,10.3, ,3.7, ,320.2, ,23.6, 
235,Verona,Sacramento Valley,7/5/2025,186,5.91, ,0.00, ,334, ,1.4, ,31.2, ,9.1,Y,20.1, ,94, ,32, ,58, ,11.7, ,1.4, ,117.6, ,23.6, 
235,Verona,Sacramento Valley,7/6/2025,187,6.34, ,0.00, ,334, ,1.5, ,34.6, ,10.3, ,22.4, ,92, ,28, ,54, ,12.5, ,1.3, ,108.7, ,24.1, 
235,Verona,Sacramento Valley,7/7/2025,188,6.64, ,0.00, ,328, ,1.5, ,32.4, ,13.5, ,22.5, ,81, ,30, ,54, ,12.8, ,2.2, ,186.5, ,24.3, 
235,Verona,Sacramento Valley,7/8/2025,189,6.77, ,0.00, ,343, ,1.3, ,30.1, ,13.3, ,21.2, ,80, ,32, ,53, ,11.2, ,2.8, ,242.2, ,23.8, 
235,Verona,Sacramento Valley,7/9/2025,190,6.00, ,0.00, ,346, ,1.6, ,31.5, ,12.8, ,21.0, ,90, ,40, ,65, ,14.2, ,1.7, ,143.3, ,23.7, 
235,Verona,Sacramento Valley,7/10/2025,191,6.32, ,0.00, ,335, ,1.9, ,35.3, ,12.1, ,23.8, ,94, ,36, ,63, ,16.4, ,1.1, ,98.9, ,24.1, 
235,Verona,Sacramento Valley,7/11/2025,192,6.97, ,0.00, ,335, ,1.9, ,36.6, ,15.5, ,26.6, ,89, ,37, ,53, ,16.4, ,1.7, ,147.0, ,24.9, 
235,Verona,Sacramento Valley,7/12/2025,193,6.82, ,0.00, ,339, ,1.8, ,34.3, ,17.0, ,24.8, ,81, ,41, ,58, ,16.0, ,2.1, ,184.4, ,25.0, 
235,Verona,Sacramento Valley,7/13/2025,194,6.77, ,0.00, ,340, ,1.7, ,33.5, ,14.8, ,23.5, ,87, ,42, ,59, ,15.0, ,2.3, ,199.8, ,24.7, 
235,Verona,Sacramento Valley,7/14/2025,195,6.74, ,0.00, ,347, ,1.7, ,34.6, ,12.5, ,23.6, ,90, ,37, ,57, ,14.5, ,2.0, ,169.3, ,24.5, 
235,Verona,Sacramento Valley,7/15/2025,196,6.58, ,0.00, ,345, ,1.6, ,30.0, ,13.8, ,21.1, ,88, ,44, ,64, ,14.0, ,3.0, ,260.8, ,24.0, 
235,Verona,Sacramento Valley,7/16/2025,197,6.53, ,0.00, ,343, ,1.5, ,28.0, ,13.3, ,20.1, ,87, ,44, ,64, ,13.2, ,3.2, ,278.5, ,23.4, 
235,Verona,Sacramento Valley,7/17/2025,198,6.09, ,0.00, ,343, ,1.5, ,30.4, ,12.5, ,20.5, ,91, ,28, ,62, ,13.0, ,2.3, ,196.2, ,23.1, 
235,Verona,Sacramento Valley,7/18/2025,199,6.25, ,0.00, ,349, ,1.6, ,33.6, ,13.0, ,21.7, ,88, ,37, ,60, ,13.6, ,2.1, ,184.6, ,23.9, 
235,Verona,Sacramento Valley,7/19/2025,200,6.32, ,0.00, ,354,R,1.6, ,33.2, ,12.3, ,21.4, ,90, ,34, ,61, ,13.7, ,2.2, ,192.2, ,24.7, 
235,Verona,Sacramento Valley,7/20/2025,201,6.35, ,0.00, ,350, ,1.6, ,30.5, ,12.7, ,20.3, ,90, ,43, ,67, ,14.0, ,3.1, ,270.5, ,25.0, 
235,Verona,Sacramento Valley,7/21/2025,202,6.41, ,0.00, ,331, ,1.5, ,28.3, ,13.7, ,19.8, ,86, ,46, ,65, ,13.1, ,4.0,Y,345.6,Y,24.4, 
235,Verona,Sacramento Valley,7/22/2025,203,6.07, ,0.00, ,342, ,1.5, ,26.5,Y,13.8, ,19.5, ,87, ,43, ,65, ,12.8, ,3.2, ,277.8, ,24.5, 
235,Verona,Sacramento Valley,7/23/2025,204,5.31, ,0.00, ,306, ,1.5, ,28.8, ,12.3, ,19.5, ,91, ,41, ,65, ,12.8, ,2.3, ,196.6, ,24.3, 
235,Verona,Sacramento Valley,7/24/2025,205,6.21, ,0.00, ,337, ,1.5, ,29.7, ,12.8, ,20.7, ,89, ,41, ,62, ,13.1, ,2.6, ,220.6, ,24.7, 
235,Verona,Sacramento Valley,7/25/2025,206,6.28, ,0.00, ,333, ,1.5, ,29.3, ,13.3, ,20.2, ,88, ,43, ,65, ,13.4, ,3.2, ,277.1, ,24.9, 
235,Verona,Sacramento Valley,7/26/2025,207,5.98, ,0.00, ,329, ,1.5, ,28.1, ,12.9, ,19.4, ,90, ,47, ,68, ,13.3, ,3.0, ,259.7, ,24.5, 
235,Verona,Sacramento Valley,7/27/2025,208,5.89, ,0.00, ,330, ,1.6, ,29.2, ,12.9, ,20.1, ,91, ,48, ,68, ,14.0, ,2.4, ,208.6, ,24.7, 
235,Verona,Sacramento Valley,7/28/2025,209,6.05, ,0.00, ,335, ,1.6, ,33.1, ,14.1, ,22.6, ,90, ,37, ,60, ,14.4, ,1.7, ,149.8, ,25.2, 
235,Verona,Sacramento Valley,7/29/2025,210,6.39, ,0.00, ,335, ,1.6, ,34.2, ,14.3, ,23.7, ,82, ,32, ,54, ,13.7, ,2.1, ,181.6, ,25.7, 
235,Verona,Sacramento Valley,7/30/2025,211,6.33, ,0.00, ,326, ,1.5, ,32.1, ,13.3, ,21.3, ,91, ,35, ,61, ,13.5, ,2.9, ,249.6, ,25.4, 
235,Verona,Sacramento Valley,7/31/2025,212,6.15, ,0.00, ,334, ,1.6, ,34.6, ,12.0, ,22.7, ,94, ,29, ,58, ,14.1, ,2.1, ,179.8, ,25.2, 
235,Verona,Sacramento Valley,8/1/2025,213,6.40, ,0.00, ,338, ,1.6, ,34.4, ,12.2, ,22.8, ,92, ,32, ,58, ,14.1, ,2.5, ,218.5, ,25.5, 
235,Verona,Sacramento Valley,8/2/2025,214,6.14, ,0.00, ,337, ,1.6, ,33.8, ,13.6, ,22.6, ,91, ,33, ,59, ,14.1, ,2.2, ,190.9, ,25.4, 
235,Verona,Sacramento Valley,8/3/2025,215,6.60, ,0.00, ,332, ,1.5, ,32.7, ,14.6, ,22.5, ,86, ,35, ,56, ,13.3, ,3.1, ,269.1, ,25.4, 
235,Verona,Sacramento Valley,8/4/2025,216,6.20, ,0.00, ,330, ,1.3, ,31.5, ,14.0, ,21.5, ,77, ,31, ,52, ,11.3, ,2.5, ,214.4, ,25.1, 
235,Verona,Sacramento Valley,8/5/2025,217,5.87, ,0.00, ,334,R,1.4, ,31.4, ,13.7, ,21.7, ,80, ,32, ,55, ,12.3, ,2.1, ,181.3, ,25.0, 
235,Verona,Sacramento Valley,8/6/2025,218,5.87, ,0.00, ,309, ,1.5, ,33.7, ,12.7, ,23.3, ,92, ,26, ,53, ,13.1, ,1.4, ,124.2, ,25.2, 
235,Verona,Sacramento Valley,8/7/2025,219,5.96, ,0.00, ,322, ,1.7, ,36.0, ,14.3, ,24.8, ,88, ,30, ,55, ,15.2, ,1.2, ,102.8, ,25.6, 
235,Verona,Sacramento Valley,8/8/2025,220,6.26, ,0.00, ,324, ,1.8, ,38.6, ,14.8, ,26.0, ,91, ,25, ,53, ,15.8, ,1.2, ,107.7, ,26.2, 
235,Verona,Sacramento Valley,8/9/2025,221,6.34, ,0.00, ,320, ,1.8, ,40.2, ,15.6, ,26.9, ,91, ,25, ,51, ,15.8, ,1.5, ,130.3, ,26.9, 
235,Verona,Sacramento Valley,8/10/2025,222,6.21, ,0.00, ,318, ,1.8, ,37.4, ,14.7, ,25.8, ,85, ,29, ,53, ,15.5, ,1.7, ,146.9, ,27.7, 
235,Verona,Sacramento Valley,8/11/2025,223,6.34, ,0.00, ,309, ,1.7, ,34.1, ,15.4, ,23.6, ,82, ,40, ,58, ,15.0, ,2.9, ,251.3, ,27.4, 
235,Verona,Sacramento Valley,8/12/2025,224,5.94, ,0.00, ,307, ,1.7, ,32.3, ,15.2, ,22.0, ,87, ,42, ,65, ,15.0, ,2.8, ,242.3, ,24.1, 
235,Verona,Sacramento Valley,8/13/2025,225,5.82, ,0.00, ,316, ,1.7, ,30.8, ,14.2, ,20.9, ,90, ,47, ,69, ,14.9, ,3.3, ,289.1, ,24.9, 
235,Verona,Sacramento Valley,8/14/2025,226,5.14, ,0.00, ,296, ,1.7, ,31.1, ,13.1, ,20.8, ,94, ,44, ,69, ,14.9, ,2.2, ,187.5, ,24.8, 
235,Verona,Sacramento Valley,8/15/2025,227,6.24, ,0.00, ,307, ,1.7, ,34.6, ,14.1, ,23.6, ,94, ,33, ,57, ,14.7, ,2.3, ,202.3, ,25.6, 
235,Verona,Sacramento Valley,8/16/2025,228,5.83, ,0.00, ,298, ,1.8, ,29.5, ,16.6, ,22.3, ,87, ,48, ,67, ,15.9, ,3.5, ,300.4, ,25.4, 
235,Verona,Sacramento Valley,8/17/2025,229,6.21, ,0.00, ,306, ,1.5, ,28.8, ,14.5, ,20.9, ,83, ,32, ,59, ,12.7, ,3.6,Y,314.8,Y,25.0, 
235,Verona,Sacramento Valley,8/18/2025,230,5.34, ,0.00, ,314, ,1.4, ,29.9, ,12.6, ,20.1, ,90, ,35, ,60, ,12.1, ,2.0, ,176.7, ,24.4, 
235,Verona,Sacramento Valley,8/19/2025,231,5.38, ,0.00, ,313, ,1.4, ,33.1, ,10.2, ,21.3, ,93, ,31, ,56, ,12.2, ,1.4, ,117.4, ,24.8, 
235,Verona,Sacramento Valley,8/20/2025,232,5.64,R,0.00, ,309, ,1.6, ,37.2, ,10.6, ,23.0, ,94, ,31, ,58, ,14.4, ,1.1, ,98.9, ,25.2, 
235,Verona,Sacramento Valley,8/21/2025,233,5.88, ,0.00, ,306, ,1.7, ,36.3, ,13.7, ,25.1, ,92, ,34, ,54, ,15.1, ,1.2, ,106.7, ,25.9, 
235,Verona,Sacramento Valley,8/22/2025,234,5.27,H,0.00,H,406,R,2.0,Y,40.0, ,19.0,Y,30.1,Y,92,H,34,H,48,Y,17.9,Y,1.2,H,100.7,H,26.9,H
235,Verona,Sacramento Valley,8/23/2025,235,5.90, ,0.00, ,287, ,1.7, ,37.4, ,16.0, ,25.5, ,82, ,31, ,52, ,14.9, ,1.5, ,133.2, ,26.6, 
235,Verona,Sacramento Valley,8/24/2025,236,5.49, ,0.00, ,284, ,1.8, ,37.1, ,15.9, ,23.9, ,86, ,37, ,60, ,15.6, ,1.8, ,158.3, ,26.2, 
235,Verona,Sacramento Valley,8/25/2025,237,5.45, ,0.00, ,285, ,1.8, ,37.0, ,15.3, ,24.0, ,86, ,40, ,62, ,16.2, ,1.7, ,148.3, ,26.1, 
235,Verona,Sacramento Valley,8/26/2025,238,4.19, ,0.00, ,197, ,1.6, ,32.0, ,16.4, ,22.8, ,84, ,32, ,59, ,14.4, ,2.4, ,205.8, ,25.4, 
235,Verona,Sacramento Valley,8/27/2025,239,5.69, ,0.00, ,284, ,1.6, ,31.7, ,15.0, ,22.8, ,84, ,35, ,57, ,13.9, ,2.4, ,203.7, ,25.1, 
235,Verona,Sacramento Valley,8/28/2025,240,5.15, ,0.00, ,292, ,1.6, ,34.7, ,12.5, ,22.4, ,88, ,33, ,59, ,14.1, ,1.5, ,127.4, ,25.0, 
235,Verona,Sacramento Valley,8/29/2025,241,5.13, ,0.00, ,281, ,1.7, ,34.7, ,13.0, ,22.4, ,86, ,38, ,61, ,14.5, ,1.6, ,142.5, ,24.9, 
235,Verona,Sacramento Valley,8/30/2025,242,5.10, ,0.00, ,281, ,1.8, ,38.3, ,12.3, ,23.7, ,93, ,30, ,62, ,15.9, ,0.9, ,75.6, ,25.1, 
235,Verona,Sacramento Valley,8/31/2025,243,5.61, ,0.00, ,281, ,1.6, ,38.5, ,15.3, ,25.2, ,87, ,24, ,49, ,13.9, ,1.3, ,111.7, ,25.1, 
235,Verona,Sacramento Valley,9/1/2025,244,5.10, ,0.00, ,275, ,1.8, ,38.2, ,12.4, ,24.2, ,93, ,27, ,60, ,16.1, ,1.0, ,82.8, ,24.9, 
